timestamp,event_id,sensor_id,stage,stage_timestamp,cumulative_latency_ms,stage_latency_ms
1751082990.1520424,mmwave2_1751082990148,mmwave2,mqtt_published,1751082990.1520014,3.5283565521240234,
1751082990.1547897,mmwave2_1751082990148,mmwave2,automation_triggered,1751082990.1547587,2.7573108673095703,
1751082990.1561387,mmwave2_1751082990148,mmwave2,lamp_toggled,1751082990.1561062,7.633209228515625,1.3475418090820312
1751082990.2563968,mmwave1_1751082990256,mmwave1,pointcloud_received,1751082990.2563238,,
1751082990.2608123,mmwave1_1751082990256,mmwave1,mqtt_published,1751082990.2607617,4.437923431396484,
1751082990.2627885,mmwave1_1751082990256,mmwave1,automation_triggered,1751082990.2627494,1.9876956939697266,
1751082990.2645726,mmwave1_1751082990256,mmwave1,lamp_toggled,1751082990.2645369,8.213043212890625,1.787424087524414
1751082990.3648536,mmwave2_1751082990364,mmwave2,pointcloud_received,1751082990.3648021,,
1751082990.370892,mmwave2_1751082990364,mmwave2,mqtt_published,1751082990.3708556,6.053447723388672,
1751082990.3729105,mmwave2_1751082990364,mmwave2,automation_triggered,1751082990.3728743,2.0186901092529297,
1751082990.3749306,mmwave2_1751082990364,mmwave2,lamp_toggled,1751082990.3748982,10.096073150634766,2.023935317993164
1751082990.4752192,mmwave1_1751082990475,mmwave1,pointcloud_received,1751082990.4751406,,
1751082990.4802775,mmwave1_1751082990475,mmwave1,mqtt_published,1751082990.4802396,5.099058151245117,
1751082990.482434,mmwave1_1751082990475,mmwave1,automation_triggered,1751082990.4824014,2.161741256713867,
1751082990.483943,mmwave1_1751082990475,mmwave1,lamp_toggled,1751082990.48391,8.769512176513672,1.5087127685546875
1751082990.5841885,mmwave2_1751082990584,mmwave2,pointcloud_received,1751082990.5841348,,
1751082990.5921013,mmwave2_1751082990584,mmwave2,mqtt_published,1751082990.5920377,7.902860641479492,
1751082990.594912,mmwave2_1751082990584,mmwave2,automation_triggered,1751082990.5948706,2.8328895568847656,
1751082990.5966976,mmwave2_1751082990584,mmwave2,lamp_toggled,1751082990.5966687,12.533903121948242,1.7981529235839844
